filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
blues.00010.wav,661794,0.3039933145,0.09470293671,0.1428650618,0.009200276807,1409.955256,205666.8387,1512.310265,145008.8051,2765.900805,1427843.942,0.06295882577,0.0004415341144,-0.0001110323647,0.02176810801,8.67E-05,0.003975489177,161.4990234,-173.7924957,8144.119141,137.1867065,1083.690308,-23.72404861,1028.671143,26.9784317,495.5482483,-16.65769577,289.8266296,4.180882454,160.6587372,-12.55992985,150.3272552,5.832184315,82.51726532,-2.874319077,108.608284,-1.19741869,65.78220367,-1.954835176,55.65069199,1.801500678,57.91913605,-2.989647627,93.91384125,-1.866656542,40.12171936,-0.792742908,49.72378922,-3.015966654,63.06918335,-0.4400537014,57.07331467,-1.994551659,55.65847397,-0.748470068,47.1804924,-4.991313457,46.59056473,blues
blues.00011.wav,661794,0.367152065,0.102328755,0.06574068964,0.002499910304,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.04393058476,0.001895712372,8.72E-06,0.00501176808,-1.42E-05,0.000633673626,161.4990234,-287.9237366,5931.473145,124.0187531,996.1501465,5.469891548,302.2088623,33.65740967,344.6201477,1.095497131,441.3497314,14.70533466,235.3822784,-4.877008438,149.7242279,8.670524597,189.3852692,0.7854049802,148.72995,6.579526901,114.2625656,-4.874973774,93.77970123,-3.178223848,84.17617798,-5.536157608,65.99601746,-6.784435749,60.7253952,-2.648156166,55.42577744,-2.994558811,54.57680893,-3.386818171,39.84064484,-1.852647424,46.74970627,1.839963078,37.06648254,-4.890803337,28.14918137,blues
blues.00012.wav,661794,0.2693911195,0.09390164912,0.1190460548,0.004052797332,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.06909500677,0.002380562344,-2.90E-06,0.01253015734,-5.91E-05,0.002633024938,184.5703125,-207.2233124,4575.482422,132.8305511,666.289856,-15.4288435,934.8248291,60.97092438,331.4803162,0.7298721075,313.2835693,12.43764687,101.2825394,1.182799578,108.5778809,-1.546623349,111.4805222,-17.87943649,96.59264374,8.352728844,95.0617981,-2.458161592,139.6365051,-0.6033850312,92.78259277,0.3859608769,86.47475433,2.599546194,53.72135925,-5.179266453,45.84481812,-9.523479462,69.26906586,-9.242835045,63.7174263,-2.855027676,68.79476166,-1.427161813,112.2190857,-5.931977749,91.43898773,blues
blues.00013.wav,661794,0.2647128105,0.09117574245,0.1131698266,0.004188918043,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.05140170328,0.001255387821,-1.60E-05,0.01268071868,-6.10E-05,0.001604579156,107.6660156,-209.8261566,1969.792114,124.4632187,541.6416016,10.34245396,662.9674072,47.01090622,148.6479797,6.508125305,102.0747299,15.41051769,146.4034271,-2.005107403,69.79351807,6.706564426,76.44962311,-21.55763245,96.3316803,10.71840668,95.94818878,-5.523688316,90.61988831,-2.199805498,59.18162537,-3.034864902,52.44147491,8.644536972,71.74049377,-0.3037206233,68.46069336,-0.6379480958,88.57669067,-2.938426256,97.40618896,-1.704516411,104.2687302,-1.768188953,88.8683548,-7.762180805,113.9241562,blues
blues.00014.wav,661794,0.3290363252,0.108111456,0.06705453247,0.002716969931,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.04503667585,0.001559970832,-0.0001189581089,0.004717060365,-0.0001973333856,0.001199741033,151.9990809,-305.6547241,8194.195313,113.0863419,683.2160645,12.11442757,1462.424438,45.03370285,224.9457245,17.76282501,250.1339874,14.57332897,154.8947754,4.159430027,157.2236786,0.213544786,167.2480927,-7.026994705,97.64789581,13.64199162,76.81679535,8.929174423,89.87432098,1.303005934,62.80845261,5.961250782,64.33977509,8.549221992,76.02554321,1.124606371,137.0775757,0.6026934385,67.75411224,0.05486314744,96.6685791,-3.722265482,65.74513245,-0.994969368,89.35256958,-1.800288796,113.5205688,blues
blues.00015.wav,661794,0.2696904242,0.09498938173,0.08062402159,0.002828972414,1420.365165,199958.9785,1731.164281,81354.26151,2929.964495,700098.974,0.06370125495,0.00194098966,-1.26E-05,0.004724676721,-8.70E-05,0.002335562604,99.38401442,-238.5155334,4378.723633,120.1101761,728.7022705,-4.229358673,978.758728,42.29069519,383.4174805,5.928563118,298.7622681,13.9172678,117.4157639,5.357867718,119.5059967,1.895557284,143.876358,-16.93667603,89.84027863,12.35062122,76.24281311,3.945979834,81.62143707,-1.393584847,60.97874451,0.01928523369,60.57313919,3.588396549,89.4331131,-4.500910282,101.8896942,-5.540557861,77.4107666,-6.887469292,93.53094482,-4.823251724,65.71670532,1.747366786,78.3903656,-1.882196426,131.1382751,blues
blues.00016.wav,661794,0.3041855693,0.09849298,0.08147174865,0.00264104316,1454.963941,152317.1235,1825.79796,116774.7357,3009.460817,1010620.015,0.06134406117,0.001418798264,-2.35E-05,0.00450720638,-0.0001097434942,0.002415149473,198.7680288,-233.7590942,4963.079102,120.6751404,562.0910645,-3.174806118,1207.626099,39.51847839,396.6693726,3.818336725,285.4164124,18.83714104,156.1588287,-3.677817345,100.5018845,4.433138371,111.4302597,-14.96552658,101.5439835,17.57821655,102.2107239,1.841871858,108.6203842,2.549421549,66.49481201,-1.233167887,65.03624725,8.43948555,64.93505859,-0.2018980682,59.20962524,-3.894501448,77.9664917,-4.456850052,82.93532562,0.009553995915,85.9429245,1.293030858,83.56748962,-2.098081112,100.8740997,blues
blues.00017.wav,661794,0.3021239936,0.09334567934,0.09330607951,0.002150766551,1088.84423,231640.7778,1410.984259,69795.44291,2134.992942,1081720.085,0.04832624891,0.0008451654662,-1.19E-05,0.00677645579,-7.67E-05,0.00152240193,172.265625,-245.6993713,5194.901855,140.4910889,800.3100586,-2.789754391,796.6677246,60.43143463,360.1268921,18.91905212,235.6734314,9.829608917,99.66451263,3.559146166,118.5757675,0.5153716803,93.45030975,-16.38768196,129.2736969,6.627509594,105.2487335,7.259214401,96.8011322,-4.014427662,71.3873291,1.602120638,72.96579742,5.895009518,78.66834259,-3.021469593,55.99705124,-4.773668766,58.39381409,-3.03098917,65.70928192,-1.994087815,65.00968933,-0.04675363749,62.94281769,-3.971227169,64.71929169,blues
blues.00018.wav,661794,0.2699322999,0.09765774757,0.07970637083,0.002956253942,1537.587699,193102.06,2054.529511,145776.7414,3495.515006,1827899.522,0.05614176999,0.001722205154,-4.58E-05,0.006933582015,-0.0001982958202,0.001052873209,83.35433468,-252.4930115,2874.313477,104.9371109,603.6761475,15.33231258,662.7856445,42.6669693,163.3304291,6.783058167,93.03133392,21.60568237,117.297081,-1.297840834,73.32648468,5.67540741,100.602623,-16.63263512,125.6936035,12.17310333,123.5271149,-1.947284937,52.0010376,1.950844049,64.87306976,-0.8903192878,48.80571365,7.770523548,71.563591,2.380243063,101.9571152,1.775405765,93.13484955,1.325362206,132.1228027,3.609511614,182.3672791,4.907691002,151.6617737,-2.655459166,96.43664551,blues
blues.00019.wav,661794,0.2573248148,0.09596329927,0.09765975177,0.002575091319,1195.470376,249522.9412,1481.31888,46970.5432,2235.264725,1208028.724,0.05888603901,0.001798326377,-2.59E-05,0.00659806747,-0.0001667656616,0.002578082727,123.046875,-236.6567535,5578.513672,138.409256,536.3730469,-4.912910938,1166.863281,47.62917328,312.346405,5.184200764,467.4169617,8.876614571,91.73295593,0.5138149261,97.6889267,-3.804673195,159.3894348,-14.98887062,77.45317841,10.41706848,104.7316284,-0.333638072,134.6160889,0.7759842873,80.5916214,1.777318478,77.99486542,4.232987404,73.67292786,-0.4678416848,63.29542542,-6.105214119,80.70591736,-5.390518665,95.49255371,-1.341213584,92.5807724,-3.723018885,72.4870224,-4.364776611,66.89279175,blues
blues.00020.wav,661794,0.3026116192,0.09432913363,0.07547449321,0.002498623449,1390.301558,102976.4843,1911.31458,88916.80173,3006.171716,945949.5196,0.05258634232,0.0006162290796,-5.77E-06,0.004551548976,-8.91E-05,0.001486271038,135.9991776,-230.3576508,2988.245117,127.078331,397.4442749,7.123446465,601.9910278,39.77489853,175.5900574,1.921049476,117.3448868,17.4117794,100.1903534,-5.619414806,79.66809082,8.249392509,69.28321838,-18.11688805,60.20223618,13.83506393,72.88883209,-3.76993227,71.59857941,2.572018385,74.63766479,-4.318346024,62.68772888,6.806375504,61.94216537,-6.167102337,60.68162537,-6.198749542,50.11454391,-4.500183582,52.98719788,-1.822338104,73.48464203,-0.5171000957,94.66690826,1.509917974,73.78722382,blues
blues.00021.wav,661794,0.321100384,0.1032922864,0.10113208,0.003228397109,1046.550011,291480.2784,1481.058089,70086.82817,1830.330592,1349215.136,0.04790745239,0.002331309429,-6.30E-06,0.008323918097,-7.88E-05,0.002210790524,99.38401442,-264.7225952,6342.383789,138.868454,1001.581604,11.19406223,1285.501343,48.50426102,371.8259583,14.93075657,248.8249664,20.58028412,130.0345917,3.2070086,119.956398,1.248955846,104.4849701,-15.84645653,95.33415222,15.97845936,85.21380615,3.369132757,79.07025909,-1.510807037,72.01755524,1.905925274,70.17162323,6.328380108,68.47445679,-0.9933915734,82.16234589,-2.41945219,89.54292297,-3.68021512,93.90776062,0.4915006161,119.2868347,5.041453838,117.8047791,-0.776848793,148.4739685,blues
blues.00022.wav,661794,0.3065367937,0.09799997509,0.1134258509,0.003685632488,1155.781221,314209.2922,1497.964259,59015.18836,2169.033056,1332253.574,0.05856995903,0.002867968606,-5.74E-06,0.009843897074,-5.36E-05,0.003194851335,95.703125,-233.9562531,6508.545898,136.1457062,959.8068237,3.324411392,1163.310913,48.92853165,384.2573853,8.715443611,304.4117432,13.96602154,166.225296,5.366596699,105.6846008,0.3995395303,127.8802109,-13.46985245,151.4645386,16.87771797,82.47953033,5.148091793,114.5239182,-2.249821663,77.49278259,3.947907209,66.11287689,5.316487312,83.24188232,0.8105588555,101.004715,-1.107080698,80.26473999,-4.556479931,78.79222107,-2.430784225,100.3425293,3.324835539,119.3225555,-0.6024465561,143.327774,blues
blues.00023.wav,661794,0.2808226645,0.09115664661,0.1020351648,0.003565879073,1209.987863,131778.3726,1497.691564,51624.60782,2521.741261,610094.0415,0.05246700986,0.001087784735,-2.36E-05,0.008690363728,-0.0001153633129,0.002110570436,184.5703125,-227.2253418,4149.078125,137.7880707,507.4224548,-14.49956799,1245.026001,63.56092834,211.4546051,5.617667675,153.0757599,11.958148,95.86118317,1.90796864,100.8471146,-1.889386773,87.95253754,-7.604216576,97.24584198,-2.473288059,98.32052612,-2.891010046,104.1144485,-9.433392525,87.89507294,-10.92921829,116.0469971,3.569475174,69.0175705,4.149799824,77.31848145,0.08880952746,45.2638588,-2.985964775,66.98235321,-1.386169076,82.63555145,7.541377544,93.39369202,-3.035722733,74.0144577,blues
blues.00024.wav,661794,0.2631122172,0.09999284893,0.08694726974,0.002510559512,1120.019467,176458.3835,1447.889899,53783.80604,2323.820648,1140579.404,0.04727604771,0.001078993931,-6.32E-06,0.006556988228,-9.88E-05,0.001711179037,103.359375,-274.3658142,5918.534668,130.4112549,500.312439,-6.351286888,1343.772095,70.40298462,311.1387939,13.26972771,230.3588867,9.473775864,155.5479431,7.735329628,121.5620651,-1.234966397,150.2664032,-0.5723901987,94.13539124,-2.303354263,68.87449646,3.77351594,76.87062836,0.07561207563,73.60943604,-0.9389718175,126.637764,2.296225309,63.16197205,4.294117451,69.61573792,-1.661213994,47.87080002,-10.43942451,49.08386612,-6.793103218,39.41693878,-1.065777779,44.2191124,-1.583886147,83.63672638,blues
blues.00025.wav,661794,0.2909597456,0.09107569605,0.08921521902,0.003113221843,1109.352784,138699.6882,1463.217702,37692.26706,2243.341758,838237.5909,0.051697391,0.001339265974,-8.26E-06,0.006751272362,-2.33E-06,0.001711493358,92.28515625,-249.2845612,3980.260986,131.0046844,338.3415833,0.6714347601,1579.126099,66.70393372,298.3699646,17.91480255,183.4181213,4.621685982,173.2145844,6.613105297,96.4634552,1.242521286,98.25904083,1.412567258,75.65875244,-1.589807868,91.90690613,-0.981921494,101.5736694,-3.575791121,85.14086914,-2.9269557,86.28298187,4.600675583,62.42063141,7.480606079,91.65933228,-0.1875314415,100.6489563,-2.823468924,87.40756989,-2.675380707,77.59825134,0.740613997,76.06105042,-0.5309820771,67.63002777,blues
blues.00026.wav,661794,0.2783784568,0.095014669,0.07711019367,0.005945712794,1198.459085,161879.864,1573.500275,84832.42179,2477.275946,994270.4002,0.05197268646,0.00148686946,-3.20E-05,0.008413440548,-6.37E-05,0.001918067923,83.35433468,-284.8483887,6201.416504,108.7495499,676.8225098,9.129683495,1447.732178,51.25131226,294.6149902,18.12371635,210.4651184,7.632777214,181.7389526,8.775374413,121.5128784,2.365381718,103.1889267,0.01926114783,93.41172791,2.236927509,106.5563889,4.190629005,84.38259888,-3.304581404,97.56175995,1.614048243,68.65952301,2.691864252,74.71231842,3.376127958,93.72638702,3.292786837,116.5469513,-4.524482727,138.1370392,0.4967203438,105.8472214,5.921975136,140.8714905,3.214540243,170.0788116,blues
blues.00027.wav,661794,0.2887073159,0.09412780404,0.09581015259,0.00219535199,1391.841952,200234.0307,1494.954575,43476.23438,2811.698414,541206.879,0.07241441294,0.002545686801,-1.52E-05,0.007741150446,-8.76E-05,0.001523694373,92.28515625,-228.1670837,2816.117188,130.3396606,688.7937012,-23.310709,927.4036255,70.2002182,397.6061096,1.129326105,181.8854218,7.589113235,153.7705383,0.903395474,100.2176361,1.994443536,88.25128937,-6.158844471,61.87327194,-9.380717278,86.13019562,-2.563574791,107.859787,-4.521847725,58.9467926,-0.2699864805,67.74782562,0.1704513133,57.07415009,-1.528730392,79.63384247,1.467687726,80.53346252,-6.980843544,65.04221344,-8.324485779,91.81678009,4.240888596,119.6390457,0.9917383194,132.0205688,blues
blues.00028.wav,661794,0.2761554718,0.09887333214,0.09966677427,0.004145585932,1115.728202,105720.7979,1399.096825,52928.587,2290.646525,637938.2804,0.04801998743,0.000816597861,-8.88E-07,0.008189264685,-3.02E-05,0.002617059741,103.359375,-248.9622498,4966.48291,139.0317535,398.8231201,-16.24002457,1162.821533,57.11619186,330.3399658,20.19236183,158.1374512,10.16037273,133.1278229,4.576076031,124.906189,0.3379241526,118.2062759,-7.862824917,69.81450653,-3.470245361,68.55309296,-2.64882493,79.34393311,-2.842671156,66.6624527,-0.8947750926,95.32530975,-2.413379908,55.1624794,2.570597172,62.17989349,-5.87100029,46.67365265,-12.41288757,56.07576752,-7.302001953,37.48431015,-0.9235852957,48.44081116,-2.698578358,86.76694489,blues
blues.00029.wav,661794,0.2803565562,0.1056212187,0.1247364804,0.004812354222,1648.835169,712342.5938,2189.985865,185296.9214,3759.892114,4161772.395,0.05289486961,0.003247441254,-4.68E-06,0.01676573418,5.64E-07,0.001319035422,129.1992188,-233.7151031,3684.393555,101.1990204,885.5328979,17.65089989,375.3512878,23.74063492,219.3377533,2.079885244,227.5444489,25.9389019,135.6668549,-16.96904373,338.927124,15.07957077,113.6648865,-22.27737808,98.2674942,4.385386467,122.7105331,-23.19758034,167.4727325,-6.036645889,81.7937088,-5.057098389,80.93865967,1.069037437,99.92673492,-5.778514385,88.89910889,-8.310134888,84.20838165,-11.38439274,98.33399963,-6.723499298,96.62771606,-10.01358223,74.1629715,-14.02612782,77.93145752,blues
blues.00030.wav,661794,0.2631938457,0.09437290579,0.1700620651,0.003187954426,1379.189382,550980.4018,2004.210663,269867.2347,3016.513649,4575644.37,0.03936611804,0.0009455695718,2.56E-06,0.02721554413,5.41E-06,0.001536021126,151.9990809,-206.9381104,2028.037476,117.7918396,763.6229248,23.26499176,281.4787903,28.30004501,261.2688599,-1.102283239,195.8452148,18.86718369,160.9580536,-21.97161102,212.3795471,17.84802437,137.2472382,-25.59023666,200.2119598,2.135104656,103.0959702,-17.77729797,73.19210052,-8.010591507,60.4163208,-17.62014198,72.7247467,-8.120075226,86.02361298,-8.628885269,115.707901,-15.54049492,85.73158264,-15.33203888,78.00605774,-9.656509399,97.27880859,-10.08976841,55.41387558,-17.8268795,91.00837708,blues
blues.00031.wav,661794,0.2535532117,0.09925141186,0.1515176445,0.003189891577,1330.715617,352281.5433,1973.410538,234462.8056,2898.788813,3710386.844,0.04294722484,0.001096176435,-1.35E-06,0.02324994095,2.48E-06,0.0008496036171,151.9990809,-221.8434906,2512.236816,110.8524246,586.2338257,18.63755035,190.4026947,30.92843056,180.5953979,3.29622817,221.2483063,22.58995628,100.5840149,-20.40655518,318.599762,12.12296963,114.5091324,-26.33045769,109.0988846,-4.354130268,102.0910568,-26.38385391,129.0629883,-13.03219604,107.7287827,-12.65503693,146.3084106,-1.815843225,95.09809113,-7.259001255,110.8311234,-6.66098547,108.9104538,-14.68809223,103.1732025,-11.71344852,115.8420105,-11.02465153,118.473381,-13.38985729,98.5296402,blues
blues.00032.wav,661794,0.2762447894,0.09736710787,0.1013213545,0.003950803075,1309.382408,756062.6123,1883.042903,284143.6637,2763.186256,4687546.709,0.03938839847,0.003158095633,2.19E-06,0.01284068264,-1.45E-06,0.0004465147795,143.5546875,-288.7150879,5322.692383,105.9263611,830.8413696,18.8199501,434.69104,23.67445946,342.6305237,5.700168133,380.9430847,25.55908585,163.9484558,-13.45049381,228.0519562,12.42951202,125.7018585,-11.96118641,196.8822632,1.589508176,132.3746796,-15.62306976,126.5583191,-6.638754845,82.04120636,-11.6857872,102.9786072,-2.935765982,105.3290329,-7.378426075,82.16204071,-15.69384384,54.52996826,-10.95729256,61.38426971,-10.87977982,45.18468475,-18.50195503,55.88614273,-19.11784363,75.34473419,blues
blues.00033.wav,661794,0.2606352866,0.09478374571,0.1332135051,0.002252235077,1430.492433,700841.7802,2075.501263,275222.7549,3245.468387,5568942.084,0.04197368342,0.001439137164,5.59E-06,0.01694553718,-3.11E-06,0.0009933608817,151.9990809,-238.9512024,3222.492676,108.7054367,822.8814697,34.14584732,278.9090881,30.2111454,303.0840759,-0.5025823116,237.9986877,27.29295731,140.460434,-21.39948082,286.063446,14.1718626,139.5870361,-24.51231194,117.4361496,-1.884265661,179.391922,-28.05750084,127.1483917,-11.2557478,87.61347961,-16.46436119,90.64503479,-7.640693665,78.98661041,-12.78487206,63.46632767,-15.35246849,81.95415497,-13.74590015,141.0292969,-7.408485413,68.91938782,-10.07831573,70.51576996,-13.29093361,87.80725098,blues
